"Mineral Name","RRUFF Chemistry (concise)","IMA Chemistry (concise)","Chemistry Elements","IMA Number","RRUFF IDs","Database ID","Country of Type Locality","Year First Published","IMA Status","Structural Groupname","Fleischers Groupname","Status Notes","Crystal Systems","Oldest Known Age (Ma)","Valence Elements","IMA Mineral Symbol"
"Andrémeyerite","BaFe^2+^_2_Si_2_O_7_","BaFe^2+^_2_(Si_2_O_7_)","Ba Fe Si O","IMA1972-005","","886","Democratic Republic of the Congo","1972","Approved|Renamed","Not in a structural group"," ","Sahama T G, Siivola J, Rehtijärvi P (1973) Andremeyerite, a new barium iron silicate, from Nyiragongo, Zaire, Bulletin of the Geological Society of Finland 45, 1-8","monoclinic|orthorhombic","","Ba Fe^2+ Si O","Amy"
"Andrianovite","Na_12_(K,Sr,Ce^3+^)_3_Ca_6_Mn^2+^_3_Zr^4+^_3_Nb^5+^Si_25_O_73_(O,H_2_O,OH)_5_","Na_12_(K,Sr,Ce)_3_Ca_6_Mn_3_Zr_3_Nb(Si_25_O_73_)(O,H_2_O,OH)_5_","Na K Sr Ce Ca Mn Zr Nb Si O H","IMA2007-008","","5601","Russia","2007","Approved","Eudialyte","eudialyte","Khomyakov A P, Nechelyustov G N, Rastsvetaeva R K, Rozenberg K A (2008) Andrianovite, Na<sub>12</sub>(K,Sr,Ce)<sub>3</sub>Ca<sub>6</sub>Mn<sub>3</sub>Zr<sub>3</sub>NbSi<sub>25</sub>O<sub>73</sub>(O,H<sub>2</sub>O,OH)<sub>5</sub>, a new potassium-rich mineral of the eudialyte group from Khibiny Alkaline Massif, Kola Peninsula, Russia, Zapiski Rossiiskogo Mineralogicheskogo Obshchetstva 137(2), 43-52","hexagonal","413.6","Na K Sr Ce^3+ Ca Mn^2+ Zr^4+ Nb^5+ Si O H","Adv"
"Angarfite","NaFe^3+^_5_(PO_4_)_4_(OH)_4_·4H_2_O","NaFe^3+^_5_(PO_4_)_4_(OH)_4_·4H_2_O","Na Fe P O H","IMA2010-082","","5920","Morocco","2010","Approved","Not in a structural group"," ","Kampf A R, Mills S J, Housley R M, Favreau G, Boulliard J C, Bourgoin V (2012) Angarfite, NaFe<sup>3+</sup><sub>5</sub>(PO<sub>4</sub>)<sub>4</sub>(OH)<sub>4</sub>·4H<sub>2</sub>O, a new mineral species from the Angarf-Sud pegmatite, Morocco: description and crystal structure, The Canadian Mineralogist 50, 781-791","orthorhombic","2046","Na Fe^3+ P O H","Agf"
"Ankerite","CaFe^2+^(CO_3_)_2_","Ca(Fe^2+^,Mg)(CO_3_)_2_","Ca Fe Mg C O","","R050181 R050197","895","Austria","1825","Grandfathered|Approved","Dolomite","dolomite","Mineral is named:
Mohs F (1825) Characters of the genera and species of the orders of class II. I. Order. Haloide. V. Lime-haloide. 4. Paratomous. Ankerite, in Treatise on Mineralogy Vol I, translated by Haidinger, Archibald and Co. (Edinburgh) 411-411

Mineral is described:
Mohs F (1825) Paratomous lime-haloide, in Treatise on Mineralogy Vol II, translated by Haidinger, Archibald and Co. (Edinburgh) 100-101","hexagonal","4000","Ca Fe^2+ C O","Ank"
"Annite","KFe^2+^_3_AlSi_3_O_10_(OH)_2_","KFe^2+^_3_(AlSi_3_O_10_)(OH)_2_","K Fe Al Si O H","","R060204 R060211","897","USA","1868","Approved","Mica, Clay","mica-true micas","Dana J D, Brush G J (1868) 291. Annite, in A System of Mineralogy, Fifth Edition, John Wiley and Sons (New York) 308-308","monoclinic","2906","K Fe^2+ Al Si O H","Ann"
"Anorthite","CaAl_2_Si_2_O_8_","Ca(Al_2_Si_2_O_8_)","Ca Al Si O","","R040059 R050104 R060082 R060193 R060221 R060275 R070510 R070598 R100170 R130296 R190029","898","Italy","1823","Grandfathered|Approved","Feldspar","feldspar","Rose G (1823) Ueber den Feldspath, Albit, Labrador und Anorthit, Annalen der Physik und der Physikalischen Chemie 73, 173-208","triclinic|unknown","4700","Ca Al Si O","An"
"Aqualite","(H_3_O)_8_(Na,K,Sr)_5_Ca_6_Zr^4+^_3_Si_26_O_66_(OH)_9_Cl","(H_3_O)_8_(Na,K,Sr)_5_Ca_6_Zr_3_Si_26_O_66_(OH)_9_Cl","H O Na K Sr Ca Zr Si Cl","IMA2002-066","R070413","915","Russia","2002","Approved","Eudialyte"," ","Khomyakov A P, Nechelyustov G N, Rastsvetaeva R K (2007) Aqualite, (H<sub>3</sub>O)<sub>8</sub>(Na,K,Sr)<sub>5</sub>Ca<sub>6</sub>Zr<sub>3</sub>Si<sub>26</sub>O<sub>66</sub>(OH)<sub>9</sub>Cl, a new eudialyte-group mineral from Inagli alkaline massif (Sakha-Yakutia, Russia), and the problem of oxonium in hydrated eudialytes, abstract only, Zapiski Rossiiskogo Mineralogicheskogo Obshchetstva 136(2), 39-55","hexagonal","500","H O Na K Sr Ca Zr^4+ Si Cl","Aq"
"Arapovite","(K_1-x_[box]_x_)(Ca,Na)_2_U^4+^Si_8_O_20_ (x~0.5)","(K_1-x_[box]_x_)(Ca,Na)_2_U^4+^Si_8_O_20_ [x ≈ 0.5]","K Ca Na U Si O","IMA2003-046","R060672","5186","Tajikistan","2003","Approved","Steacyite","iraqite","Agakhanov A A, Pautov L A, Uvarova Y A, Sokolova E V, Hawthorne F C, Karpenko V Y, Dusmatov V D, Semenov E I (2004) Arapovite, (U,Th)(Ca,Na)<sub>2</sub>(K<sub>1-x</sub>[box]<sub>x</sub>)Si<sub>8</sub>O<sub>20</sub>·H_2_O – new mineral, New Data on Minerals. Moscow 39, 14-19

Chemical formula revised:
Uvarova Y A, Sokolova E, Hawthorne F C, Agakhanov A A, Pautov L A (2004) The crystal structure of arapovite, U<sup>4+</sup>(Ca,Na)<sub>2</sub>(K<sub>1-x</sub>[box]<sub>x</sub>)[Si<sub>8</sub>O<sub>20</sub>], x~0.5, a new mineral species of the steacyite group from the Dara-I-Pioz Moraine, Tien-Shan Mountains, Tajikistan, The Canadian Mineralogist 42, 1005-1011","tetragonal","359","K Ca Na U^4+ Si O","Apv"
"Arctite","(Na_5_Ca)Ca_6_Ba(PO_4_)_6_F_3_","(Na_5_Ca)Ca_6_Ba(PO_4_)_6_F_3_","Na Ca Ba P O F","IMA1980-049","","922","Russia","1980","Approved","Not in a structural group"," ","Khomyakov A P, Bykova A V, Kurova T A (1981) Arctite [Na<sub>2</sub>Ca<sub>4</sub>(PO<sub>4</sub>)<sub>3</sub>F] - a new mineral, Zapiski Vsesoyuznogo Mineralogicheskogo Obshchestva 110(4), 506-508","hexagonal","413.6","Na Ca Ba P O F","Arc"
"Arfvedsonite","NaNa_2_(Fe^2+^_4_Fe^3+^)Si_8_O_22_(OH)_2_","NaNa_2_(Fe^2+^_4_Fe^3+^)Si_8_O_22_(OH)_2_","Na Fe Si O H","","R040127 R050514 R110049","927","Denmark (Greenland)","1823","Approved|Redefined","Amphibole","amphibole-group 4 Na","Brooke H J (1823) A description of the crystalline form of some new minerals. Arfwedsonite, The Annals of Philosophy 5, 381-384","monoclinic","2500","Na Fe^2+ Fe^3+ Si O H","Arf"
"Argentopentlandite","Ag(Fe,Ni)_8_S_8_","Ag(Fe,Ni)_8_S_8_","Ag Fe Ni S","IMA1970-047","","929","Russia","1970","Approved","Pentlandite","pentlandite","Rudashevskii N S, Mintkenov G A, Karpenkov A M, Shiskin N N (1977) Silver-containing pentlandite — the independent mineral species argentopentlandite, Zapiski Vsesoyuznogo Mineralogicheskogo Obshchestva 106(6), 688-691","cubic","2900","Ag Fe Ni S","Apn"
"Armalcolite","(Mg,Fe^2+^)Ti^4+^_2_O_5_","(Mg,Fe^2+^)Ti_2_O_5_","Mg Fe Ti O","IMA1970-006","R070260 R110187 R110188","936","Moon","1970","Approved|Redefined","Pseudobrookite"," ","Anderson A T, Bunch T E, Cameron E N, Haggerty S E, Boyd F R, Finger L W, James O B, Keil K, Prinz M, Ramdohr P, El Goresy A (1970) Armalcolite: a new mineral from the Apollo 11 samples, Geochimica et Cosmochimica Acta Supplement, Proceedings of the Apollo 11 Lunar Science Conference 1, 55-63","orthorhombic","4567.61","Mg Fe^2+ Ti^4+ O","Arm"
"Armstrongite","CaZr^4+^Si_6_O_15_·2H_2_O","CaZr(Si_6_O_15_)·2H_2_O","Ca Zr Si O H","IMA1972-018","","939","Mongolia","1972","Approved","Not in a structural group"," ","Vladykin N V, Kovalenko V I, Kashaev A A, Sapozhnikov A N, Pisarskaya V A (1973) A new silicate of calcium and zirconium - armstrongite, Doklady Akademii Nauk SSSR 209, 1185-1188

Chemical formula revised from CaZrSi_6_O_15_·3H_2_O:
Mesto E, Kaneva E, Schingaro E, Vladykin N, Lacalamita M, Scordari F (2014) Armstrongite from Khan Bogdo (Mongolia): Crystal structure determination and implications for zeolite-like cation exchange properties. American Mineralogist 99, 2424-2432","monoclinic","1458","Ca Zr^4+ Si O H","Asg"
"Arrojadite-(BaFe)","BaFe^2+^(CaNa_2_)Fe^2+^_13_Al(PO_4_)_11_(PO_3_OH)(OH)_2_","BaFe^2+^(CaNa_2_)Fe^2+^_13_Al(PO_4_)_11_(PO_3_OH)(OH)_2_","Ba Fe Ca Na Al P O H","IMA1994-033","","4082","Italy","1994","Approved|Renamed","Arrojadite","dickinsonite, dickinsonite","Demartin F, Gramaccioli C M, Pilati T, Sciesa E (1996) Sigismundite, (Ba,K,Pb)Na<sub>3</sub>(Ca,Sr)(Fe,Mg,Mn)<sub>14</sub>Al(OH)<sub>2</sub>(PO<sub>4</sub>)<sub>12</sub>, a new Ba-rich member of the arrojadite group from Spluga Valley, Italy, The Canadian Mineralogist 34, 827-834

Name changed from sigismundite:
Chopin C, Oberti R, Camara F (2006) The arrojadite enigma: II. Compositional space, new members, and nomenclature of the group, American Mineralogist 91, 1260-1270","monoclinic","2000","Ba Fe^2+ Ca Na Al P O H","Ajd-BaFe"
"Arrojadite-(BaNa)","BaNa_3_(NaCa)Fe^2+^_13_Al(PO_4_)_11_(PO_3_OH)(OH)_2_","BaNa_3_(NaCa)Fe^2+^_13_Al(PO_4_)_11_(PO_3_OH)(OH)_2_","Ba Na Ca Fe Al P O H","IMA2014-071","R160077","6373","Italy","2014","Approved","Arrojadite"," ","Vignola P, Hatert F, Baijot M, Dal Bo F, Andò S, Bersani D, Pavese A, Risplendente A, Vanini F (2016) Arrojadite-(BaNa), BaNa_3_(Na,Ca)Fe^2+^_13_Al(PO_4_)_11_(PO_3_OH)(OH)_2_, a new phosphate mineral from the Luna Albite pegmatite, Dorio commune, Lecco province, Italy. The Canadian Mineralogist 54, 1021-1032","monoclinic","","Ba Na Ca Fe^2+ Al P O H","Ajd-BaNa"
"Arrojadite-(KFe)","(KNa)Fe^2+^(CaNa_2_)Fe^2+^_13_Al(PO_4_)_11_(PO_3_OH)(OH)_2_","(KNa)Fe^2+^(CaNa_2_)Fe^2+^_13_Al(PO_4_)_11_(PO_3_OH)(OH)_2_","K Na Fe Ca Al P O H","IMA2005 s.p.","R070319","5339","Brazil","1925","Approved|Renamed","Arrojadite","dickinsonite","Guimarães D (1925) Arrojadita, um novo mineral do grupo da wagnerita, Publicaçao da Inspectoria de Obras Contra as Seccas, Rio de Janeiro 58, 119-122

Redefined and name changed from arrojadite:
Chopin C, Oberti R, Camara F (2006) The arrojadite enigma: II. Compositional space, new members, and nomenclature of the group, American Mineralogist 91, 1260-1270","monoclinic","2046","K Na Fe^2+ Ca Al P O H","Ajd-KFe"
"Arrojadite-(KNa)","KNa_3_(CaNa_2_)Fe^2+^_13_Al(PO_4_)_11_(PO_3_OH)(OH)_2_","KNa_3_(CaNa_2_)Fe^2+^_13_Al(PO_4_)_11_(PO_3_OH)(OH)_2_","K Na Ca Fe Al P O H","IMA2005-047","R050107","940","Canada","2005","Approved","Arrojadite","dickinsonite","Chopin C, Oberti R, Camara F (2006) The arrojadite enigma: II. Compositional space, new members, and nomenclature of the group, American Mineralogist 91, 1260-1270","monoclinic","215","K Na Ca Fe^2+ Al P O H","Ajd-KNa"
"Arrojadite-(PbFe)","Pb^2+^Fe^2+^(CaNa_2_)Fe^2+^_13_Al(PO_4_)_11_(PO_3_OH)(OH)_2_","PbFe^2+^(CaNa_2_)Fe^2+^_13_Al(PO_4_)_11_(PO_3_OH)(OH)_2_","Pb Fe Ca Na Al P O H","IMA2005-056","","5341","Brazil","2005","Approved","Arrojadite","dickinsonite","Chopin C, Oberti R, Camara F (2006) The arrojadite enigma: II. Compositional space, new members, and nomenclature of the group, American Mineralogist 91, 1260-1270","monoclinic","582","Pb^2+ Fe^2+ Ca Na Al P O H","Ajd-PbFe"
"Arrojadite-(SrFe)","SrFe^2+^(CaNa_2_)Fe^2+^_13_Al(PO_4_)_11_(PO_3_OH)(OH)_2_","SrFe^2+^(CaNa_2_)Fe^2+^_13_Al(PO_4_)_11_(PO_3_OH)(OH)_2_","Sr Fe Ca Na Al P O H","IMA2005-032","","5340","Sweden","2005","Approved","Arrojadite","dickinsonite","Chopin C, Oberti R, Camara F (2006) The arrojadite enigma: II. Compositional space, new members, and nomenclature of the group, American Mineralogist 91, 1260-1270","monoclinic","561","Sr Fe^2+ Ca Na Al P O H","Ajd-SrFe"
"Arsenopalladinite","Pd_8_As_3_","Pd_8_As_3_","Pd As","IMA1973-002a","","954","Brazil","1955","Approved|Redefined","Stillwaterite"," ","Hey M H (1955) Sulphides, etc., of the platinum metals. Arsenopalladinite, in An Index of Mineral Species & Varieties Arranged Chemically; Second, revised edition, Printed by order of the Trustees of the British Museum (London) 23-23

Chemical formula revised:
Clark A M, Criddle A J, Fejer E E (1974) Palladium arsenide-antimonides from Itabira, Minas Gerais, Brazil, Mineralogical Magazine 39, 528-543

Chemical formula revised again:
Cabri L J, Clark A M, Chen T T (1977) Arsenopalladinite from Itabira, Brazil, and from the Stillwater Complex, Montana, The Canadian Mineralogist 15, 70-73","triclinic","2906","Pd As","Apdn"
"Arsenopyrite","Fe^3+^(AsS)^3-^","FeAsS","Fe As S","","R050071 R061082 R070585","955","?","1847","Approved","Arsenopyrite","arsenopyrite","The mineral was known before this publication, but under other names, such as mispickel:
Glocker E F (1847) Ordo VI. Pyritae. Pyrite. III. Pyritae arsenopyritoidei. 10. Arsenopyrites., in Generum et Specierum Mineralium, Secundum Ordines Naturales Digestorum Synopsis, Apud Eduardum Anton 34-43","monoclinic|triclinic","4000","Fe^3+ As S","Apy"
"Ashcroftine-(Y)","K_5_Na_5_Y_12_Si_28_O_70_(OH)_2_(CO_3_)_8_·8H_2_O","K_5_Na_5_Y_12_Si_28_O_70_(OH)_2_(CO_3_)_8_·8H_2_O","K Na Y Si O H C","IMA1987 s.p.","R110189","971","Denmark (Greenland)","1933","Approved|Renamed","Not in a structural group"," ","Hey M H, Bannister F A (1933) Studies on the zeolites. Part IV. Ashcroftine (kalithomsonite of S.G. Gordon), Mineralogical Magazine 23, 305-308

Chemical formula revised:
Moore P B, Bennett J M, Louisnathan S J (1969) Ashcroftine is not a zeolite!, Mineralogical Magazine 37, 515-517

Chemical formula revised again:
Moore P B, Sen Gupta P K, Schlemper E O, Merlino S (1987) Ashcroftine, ca. K<sub>10</sub>Na<sub>10</sub>(Y,Ca)<sub>24</sub>(OH)<sub>4</sub>(CO<sub>3</sub>)<sub>16</sub>(Si<sub>56</sub>O<sub>140</sub>)·16H<sub>2</sub>O, a structure with enormous polyanions, American Mineralogist 72, 1176-1189 

Name changed from ashcroftine:
Nickel E H, Mandarino J A (1987) Procedures involving the IMA Commission on New Minerals and Mineral Names and guidelines on mineral nomenclature, American Mineralogist 72, 1031-1042","tetragonal","1300","K Na Y Si O H C","Acf-Y"
"Åskagenite-(Nd)","Mn^2+^Nd(Al_2_Fe^3+^)[Si_2_O_7_][SiO_4_]O_2_","Mn^2+^Nd(Al_2_Fe^3+^)[Si_2_O_7_][SiO_4_]O_2_","Mn Nd Al Fe Si O","IMA2009-073","","5803","Sweden","2009","Approved","Epidote"," ","Chukanov N V, Göttlicher J, Möckel S, Sofer Z, Van K V, Belakovskiy D I (2010) Åskagenite-(Nd), Mn<sup>2+</sup>NdAl<sub>2</sub>Fe<sup>3+</sup>(Si<sub>2</sub>O<sub>7</sub>)(SiO<sub>4</sub>)O<sub>2</sub>, a new mineral of the epidote supergroup, New Data on Minerals. Moscow 45, 17-22","monoclinic","1890","Mn^2+ Nd Al Fe^3+ Si O","Åsk-Nd"
"Aspedamite","[box]_12_(Fe^3+^,Fe^2+^)_3_Nb^5+^_4_[Th^4+^(Nb^5+^,Fe^3+^)_12_O_42_][(H_2_O),(OH)]_12_","[box]_12_(Fe^3+^,Fe^2+^)_3_Nb_4_[Th(Nb,Fe^3+^)_12_O_42_][(H_2_O),(OH)]_12_","Fe Nb Th O H","IMA2011-056","R130014","6000","Norway","2011","Approved","Menezesite"," ","Cooper M A, Abdu Y A, Ball N A, Černý P, Hawthorne F C, Kristiansen R (2012) Aspedamite, ideally   [box]<sub>12</sub>(Fe<sup>3+</sup>,Fe<sup>2+</sup>)<sub>3</sub>Nb<sub>4</sub>[Th(Nb,Fe<sup>3+</sup>)<sub>12</sub>O<sub>42</sub>]{(H<sub>2</sub>O),(OH)}<sub>12</sub>, a new heteropolyniobate mineral species from the Herrebøkasa Quarry, Aspedammen, Østfold, Southern Norway: description and crystal structure, The Canadian Mineralogist 50, 793-804","cubic","","Fe^3+ Fe^2+ Nb^5+ Th^4+ O H","Apd"
"Aspidolite","NaMg_3_(Si_3_Al)O_10_(OH)_2_","NaMg_3_(Si_3_Al)O_10_(OH)_2_","Na Mg Si Al O H","IMA2004-049","","974","Japan","1869","Approved|Redefined","Mica, Clay","mica-true micas","von Kobell F (1869) Ueber den Aspidolith, ein Glied aus der Biotit- und Phlogopit-Gruppe, Sitzungsberichte der Königlich Bayerischen Akademie der Wissenschaften zu München 1, 364-366

Mineral was only formally accepted as a species with this publication:
Banno Y, Miyawaki R, Kogure T, Matsubara S, Kamiya T, Yamada S (2005) Aspidolite, the Na analogue of phlogopite, from Kasuga-mura, Gifu Prefecture, central Japan, description and structural data, Mineralogical Magazine 69, 1047-1057","triclinic|monoclinic","427","Na Mg Si Al O H","Asp"
"Astrophyllite","K_2_NaFe^2+^_7_Ti^4+^_2_(Si_4_O_12_)_2_O_2_(OH)_4_F","K_2_NaFe^2+^_7_Ti_2_(Si_4_O_12_)_2_O_2_(OH)_4_F","K Na Fe Ti Si O H F","","R060103 R060202","977","Norway","1848","Grandfathered|Approved","Astrophyllite-Astrophyllite","astrophyllite","Weibye P C (1848) Beiträge zur topographischen Mineralogie Norwegens, Archiv für Mineralogie, Geognosie, Bergbau und Hüttenkunde. 22, 465-544

Chemical composition determined:
Brøgger W C (1890) Die mineralien der syenitpegmatitgänge der sünorwegischen augit- und nephelinsyenite, 35. Astrophyllit, Zeitschrift für Kristallographie 16, 200-216

Chemical composition revised according to:
Cámara F, Sokolova E, Abdu Y, Hawthorne F C (2010) The crystal structures of niobophyllite, kupletskite-(Cs) and Sn-rich astrophyllite: Revisions to the crystal chemistry of the astrophyllite-group minerals, The Canadian Mineralogist 48, 1-16","triclinic|monoclinic","2500","K Na Fe^2+ Ti^4+ Si O H F","Ast"
"Atelisite-(Y)","Y_4_Si_3_O_8_(OH)_8_","Y_4_Si_3_O_8_(OH)_8_","Y Si O H","IMA2010-065","R130043","5923","Norway","2010","Approved","Zircon"," ","Malcherek T, Mihailova B, Schlüter J, Husdal T (2012) Atelisite-(Y), a new rare earth defect silicate of the KDP structure type, European Journal of Mineralogy 24, 1053-1060 ","tetragonal","1788","Y Si O H","Ael-Y"
"Atencioite","Ca_2_Fe^2+^_3_Mg_2_Be_4_(PO_4_)_6_(OH)_4_·6H_2_O","Ca_2_Fe^2+^_3_Mg_2_Be_4_(PO_4_)_6_(OH)_4_·6H_2_O","Ca Fe Mg Be P O H","IMA2004-041","R060893","5291","Brazil","2004","Approved","Roscherite","roscherite","Chukanov N V, St. Möckel R K, Rastsvetaeva A, Zadov A E (2006) The roscherite group and its new representative member atencioite, Ca<sub>2</sub>Fe<sup>2+</sup>Mg<sub>2</sub>Fe<sup>2+</sup><sub>2</sub>Be<sub>4</sub>(PO<sub>4</sub>)<sub>6</sub>(OH)<sub>4</sub>·6H<sub>2</sub>O, New Data on Minerals 41, 18-25 ","triclinic","582","Ca Fe^2+ Mg Be P O H","Aco"
"Atheneite","Pd_2_(As_0.75_Hg_0.25_)","Pd_2_(As_0.75_Hg_0.25_)","Pd As Hg","IMA1973-050","","981","Brazil","1973","Approved"," "," ","Clark A M, Criddle A J, Fejer E E (1974) Palladium arsenide-antimonides from Itabira, Minas Gerais, Brazil, Mineralogical Magazine 39, 528-543

Chemical formula revised:
Bindi L (2010) Atheneite, [Pd<sub>2</sub>][As<sub>0.75</sub>Hg<sub>0.25</sub>], from Itabira, Minas Gerais, Brazil: Crystal structure and revision of the chemical formula, The Canadian Mineralogist 48, 1149-1155","hexagonal","2941","Pd As Hg","Ah"
"Atokite","Pd_3_Sn","Pd_3_Sn","Pd Sn","IMA1974-041","","983","South Africa","1974","Approved","Perovskite, Auricupride","zvyagintsevite","Mihálik P, Hiemstra S A, De Villiers J P R (1975) Rustenburgite and atokite, two new platinum-group minerals from the Merensky Reef, Bushveld igneous complex, The Canadian Mineralogist 13, 146-150","cubic","2906","Pd Sn","Ato"
"Augelite","Al_2_PO_4_(OH)_3_","Al_2_(PO_4_)(OH)_3_","Al P O H","","R050060 R050100 R050316","986","Sweden","1868","Grandfathered|Approved"," "," ","Blomstrand C W (1868) Om Westanå mineralier, Öfversigt af Kongliga Vetenskaps-Akademiens Förhandlingar 25, 197-212","monoclinic","2500","Al P O H","Aul"
"Augite","(Ca,Mg,Fe^2+^,Fe^3+^)_2_(Si,Al)_2_O_6_","(Ca,Mg,Fe)_2_Si_2_O_6_","Ca Mg Fe Si O","","R061086 R061108 R070231 R110063 R190030","987","?","1685","Approved","Pyroxene","pyroxene","Pliny [translated by Hardouin, 1685] (77) Augites, in Caii Plinii secundi Naturalis historiae libri XXXVII interpretatione et notis illustravit Joannes Harduinus in usum Delphini, Franciscum Muguet (Paris) 406-406

The name was used to describe several different species until this paper:
Werner A G (1792) Geognostische Beobachtungen, auf einer Reife durch einen Theil des böhmischen Mittelgebirges, Bergmannisches Journal 1, 215-266","monoclinic","4700","Ca Mg Fe^2+ Fe^3+ Si Al O","Aug"
"Autunite","Ca(U^6+^O_2_)_2_(PO_4_)_2_·10-12H_2_O","Ca(UO_2_)_2_(PO_4_)_2_·10-12H_2_O","Ca U O P H","","","993","France","1852","Grandfathered|Approved","Autunite","autunite","Phillips W, Brooke H J, Miller W H (1852) Autunite, in An Elementary Introduction to Mineralogy, Longman, Brown, Green, and Longman (London) 519-519","orthorhombic","2918","Ca U^6+ O P H","Aut"
"Avdeevite","(Na,Cs)(Be_2_Li)Al_2_(Si_6_O_18_)","(Na,Cs)(Be_2_Li)Al_2_(Si_6_O_18_)","Na Cs Be Li Al Si O","IMA2018-109","","6843","Myanmar","2019","Approved","Beryl"," ","Agakhanov A A, Stepanenko D A, Zubkova N V, Pautov L A, Pekov I V, Kasatkin A V, Karpenko V Y, Аgakhanova V A, Škoda R, Britvin S N, Pushcharovsky D Y (2020) Avdeevite, a Na-dominant alkali beryl: Definition as valid mineral species and new data. Zapiski Rossiiskogo Mineralogicheskogo Obshchetstva 149(6), 1-19","hexagonal","","Na Cs Be Li Al Si O","Avd"
"Awaruite","Ni_3_Fe","Ni_3_Fe","Ni Fe","","R061020 R070671","997","New Zealand","1885","Grandfathered|Approved","Perovskite, Auricupride"," ","Skey W (1885) On a new mineral (awaruite) from Barn Bay, Transactions and Proceedings of the New Zealand Institute 18, 401-402","cubic","4620","Ni Fe","Awr"
"Axinite-(Fe)","Ca_4_Fe^2+^_2_Al_4_[B_2_Si_8_O_30_](OH)_2_","Ca_4_Fe^2+^_2_Al_4_[B_2_Si_8_O_30_](OH)_2_","Ca Fe Al B Si O H","IMA1968 s.p.","R040074 R050061 R050026 R060183 R060194 R060558","1880","France","1801","Approved|Renamed","Axinite","axinite","Haüy R J (1801) Axinite, (f.) c'est-à-dire, corps aminci en forme de tranchant de hache, 3, in Traité de Minéralogie., Chez Louis (Paris) 22-31

Name changed from axinite to ferroaxinite:
Schaller W T (1911) Mineralogical notes, Series I. Axinite from California, U.S. Geological Survey Bulletin 490, 37-47

Redefined:
Sanero E, Gottardi G (1968) Nomenclature and crystal-chemistry of axinites, American Mineralogist 53, 1407-1411

Name changed from ferroaxinite:
Burke E A J (2008) Tidying up mineral names: an IMA-CNMNC scheme for suffixes, hyphens and diacritical marks, The Mineralogical Record 39, 131-135","triclinic","3200","Ca Fe^2+ Al B Si O H","Ax-Fe"
"Babefphite","BaBePO_4_F","BaBe(PO_4_)F","Ba Be P O F","IMA1966-003","","1000","Russia","1966","Approved"," "," ","Nazarova A S, Kuznetsova N N, Shaskin D P (1966) Babefphite, a barium beryllium fluoride-phosphate, Doklady Akademii Nauk SSSR 167, 895-897","triclinic|orthorhombic, tetragonal","335","Ba Be P O F","Bbf"
"Babingtonite","Ca_2_Fe^2+^Fe^3+^Si_5_O_14_(OH)","Ca_2_Fe^2+^Fe^3+^Si_5_O_14_(OH)","Ca Fe Si O H","","R060093 R060083 R060084","1001","Norway","1824","Grandfathered|Approved","Rhodonite","rhodonite","Levy M (1824) Account of a new mineral substance, The Annals of Philosophy 7, 275-277","triclinic","1837","Ca Fe^2+ Fe^3+ Si O H","Bab"
