Mineral Name,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45a,p45b,p46,p47a,p47b,p47c,p47d,p47e,p47f,p47g,p47h,p47i,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,Lunar,BQ,BS,BT
Aluminite,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,1,,,,1,,,,,4,4,Al2S6+O4(OH)4¬∑7H2O
Aluminium,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,Al
Aluminoceladonite,,,,,,,,,,,,,,,,1,,,1,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,KMgAlSi4O10(OH)2
Aluminocerite-(Ce),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,"(Ce,Ca)9Al(SiO4)3(SiO3OH)4(OH)3"
Aluminocopiapite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,,,,,,,,,,1,,,,1,,,,,3,,"(Al,Mg)Fe3+4(S6+O4)6(OH,O)2¬∑20H2O"
Aluminocoquimbite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,,,,,,,,,,,,,,,1,,,,4,,Al2Fe3+2(S6+O4)6(H2O)12¬∑9H2O
Aluminomagnesiohulsite,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Mg2AlO2(BO3)
Aluminopyracmonite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,1,,,,,2,,(N3-H4)3Al(S6+O4)3
Aluminosugilite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,KNa2Al2Li3Si12O30
Alumoåkermanite,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,6,7,"(Ca,Na)2(Al,Mg,Fe2+)(Si2O7)"
Alumoedtollite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,K2NaCu2+5AlO2(As5+O4)4
Alumohydrocalcite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,1,5,CaAl2(CO3)2(OH)4¬∑3H2O
Alumoklyuchevskite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,1,,K3Cu2+3AlO2(SO4)4
Alumotantite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,AlTa5+O4
Alumovesuvianite,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,Ca19Al(Al10Mg2)Si18O69(OH)9
Alunite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,1,,,,,,,1,,,1,,,,1,,,,,3,5,KAl3(SO4)2(OH)6
Alunogen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,1,,,,1,1,,,,4,4,Al2(SO4)3(H2O)12¬∑5H2O
Alvanite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,1,5,Zn2+Al4(V5+O3)2(OH)12¬∑2H2O
Alwilkinsite-(Y),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,,,,,,,,,,,1,,,,2,5,Y3+(U6+O2)3(S6+O4)2O(OH)3(H2O)7¬∑7H2O
Amakinite,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,Fe2+(OH)2
Amamoorite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,CaMn2+2Mn3+(Si2O7)O(OH)
Amarantite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,4,Fe3+2O(S6+O4)2¬∑7H2O
Amarillite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,5,NaFe3+(SO4)2¬∑6H2O
Amblygonite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,2,7,"Li(Al,Fe3+)PO4(F,OH)"
Ambrinoite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,2,7,"[K,(N3-H4)]2(As5+,Sb)6(Sb,As)2S13¬∑H2O"
Ameghinite,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,NaB3O3(OH)4
Amesite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,Mg2Al(AlSiO5)(OH)4
Amicite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,K2Na2(Si4Al4O16)¬∑5H2O
Aminoffite,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,Ca3(BeOH)2Si3O10
Ammineite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,2,4,Cu2+Cl2(N3-H3)2
Ammonioalunite,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,,,,,4,5,N3-H4Al3(S6+O4)2(OH)6
Ammonioborite,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,3,4,(N3-H4)3B15O20(OH)8¬∑4H2O
Ammoniojarosite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,,,,2,5,N3-H4Fe3+3(S6+O4)2(OH)6
Ammoniolasalite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,1,,,,,,,,,1,,,,2,6,[(N3-H4)2Mg2(H2O)20]¬∑[V5+10O28]
Ammonioleucite,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,(N3-H4)AlSi2O6
Ammoniomagnesiovoltaite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,2,7,(N3-H4)2Mg5Fe3+3Al(S6+O4)12¬∑18H2O
Ammoniomathesiusite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,,,,,,,,,1,,,,,,2,7,(N3-H4)5(U6+O2)4(S6+O4)4(V5+O5)¬∑4H2O
Ammoniotinsleyite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,1,,(N3-H4)Al2(PO4)2(OH)¬∑2H2O
Ammoniovoltaite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,6,(N3-H4)2Fe2+5Fe3+3Al(S6+O4)12(H2O)18
Ammoniozippeite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,2,5,(N3-H4)2[(U6+O2)2(S6+O4)O2]¬∑H2O
Amstallite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,"CaAl(Si,Al)4O8(OH)4¬∑(H2O,Cl)"
Analcime,,,,,,,,1,1,1,,,,1,,1,1,,,,,,,1,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,5,NaAlSi2O6¬∑H2O
Anandite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,2,5,BaFe2+3(Si3Fe3+)O10S(OH)
Anapaite,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,3,5,Ca2Fe2+(PO4)2¬∑4H2O
Anatase,,,,,,,,,,,,,,1,,,,,,,,,1,1,,1,,,,,,,,1,1,1,,,,1,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,10,2,Ti4+O2
Anatolyite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,6,"Na6(Ca,Na)(Mg,Fe3+)3Al(As5+O4)6"
Ancylite-(Ce),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,CeSr(CO3)2(OH)¬∑H2O
Ancylite-(La),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,LaSr(CO3)2(OH)¬∑H2O
Andalusite,,,,,,,,,,,,,,,,,,,1,,,,1,,,1,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,Al2SiO5
Andersonite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,1,,,,,,,,,,,1,,,,2,6,Na2Ca(UO2)(CO3)3¬∑5-6H2O
Andorite IV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,AgPbSb3S6
Andorite VI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,AgPbSb3S6
Andradite,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,7,4,Ca3Fe3+2(SiO4)3
Andreadiniite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,CuHgAg7Pb7Sb24S48
Andrémeyerite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,2,4,BaFe2+2Si2O7
Andreyivanovite,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,FeCrP
Andrianovite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11,"Na12(K,Sr,Ce3+)3Ca6Mn2+3Zr4+3Nb5+Si25O73(O,H2O,OH)5"
Anduoite,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,RuAs2
Andychristyite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,1,5,Pb2+Cu2+Te6+O5(H2O)
Andymcdonaldite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,1,3,Fe3+2Te6+O6
Andyrobertsite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,1,7,"K(Cd2+,Ca)Cu2+5(As5+O4)4[As5+(OH)2O2]¬∑2H2O"
Angarfite,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,NaFe3+5(PO4)4(OH)4¬∑4H2O
Angastonite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,1,6,CaMgAl2(PO4)2(OH)4¬∑7H2O
Ángelaite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,Cu2AgPbBiS4
Angelellite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,3,Fe3+4O3(As5+O4)2
Anglesite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,1,,,,1,,,,,3,3,Pb2+S6+O4
Anhydrite,,,,,,1,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,1,,,,,1,,1,,,,,,,,,,,,1,,,,1,,,,,8,3,CaS6+O4
Anhydrokainite,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,KMgS6+O4Cl
Anilite,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,Cu7S4
Ankerite,,,,,,,,,,,,,,,,,1,,,,,,1,,1,,,,,,1,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,9,4,CaFe2+(CO3)2
Ankinovichite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,1,5,Ni2+Al4(V5+O3)2(OH)12¬∑2H2O
Annabergite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,1,4,Ni2+3(As5+O4)2¬∑8H2O
Annite,,,,,,,,1,1,,,,,,,,,,1,1,,,,,,,,,,,1,,,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,6,KFe2+3AlSi3O10(OH)2
Anorpiment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,As3+2S2-3
Anorthite,,,1,1,1,1,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,9,4,CaAl2Si2O8
Anorthominasragrite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,1,,,,,,2,4,V4+O(SO4)¬∑5H2O
Ansermetite,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,Mn2+V5+2O6¬∑4H2O
Antarcticite,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,1,,,,,4,4,CaCl2¬∑6H2O
Anthoinite,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,AlW6+O3(OH)3
Anthonyite,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,Cu2+(OH)2¬∑3H2O
Anthophyllite,,,,,,1,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,[box]Mg2Mg5Si8O22(OH)2
Antigorite,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,Mg3Si2O5(OH)4
Antimonselite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,3,2,Sb2Se3
Antimony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,3,1,Sb
Antipinite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,2,5,KNa3Cu2+2((C2)6+O4)4
Antlerite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,,,,,,,,1,,,,1,,,,,3,4,Cu2+3(S6+O4)(OH)4
Antofagastaite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,,,,,,,,,,,,,,,,,,,2,5,Na2Ca(S6+O4)2¬∑1.5H2O
Anyuiite,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,AuPb2
Anzaite-(Ce),,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,Ce3+4Fe2+Ti4+6O18(OH)2
Apachite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,Cu2+9Si10O29¬∑11H2O
Apexite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,2,5,NaMg(P5+O4)¬∑9H2O
Aphthitalite,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,1,,,,,,,4,4,K3Na(SO4)2
Apjohnite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,2,5,Mn2+Al2(SO4)4¬∑22H2O
Aplowite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,1,,,,2,4,Co2+S6+O4¬∑4H2O
Apuanite,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,Fe2+Fe3+4Sb3+4O12S
Aqualite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,"(H3O)8(Na,K,Sr)5Ca6Zr4+3Si26O66(OH)9Cl"
Aradite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,6,BaCa6(SiO4)(V5+O4)(V5+O4)2F
Aragonite,,,,,,1,,,,1,,,,1,,,1,,,,1,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,8,3,CaCO3
Arakiite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,Zn2+Mn2+12Fe3+2(As3+O3)(As5+O4)2(OH)23
Aramayoite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,"Ag3Sb2(Bi,Sb)S6"
Arangasite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,1,5,Al2(SO4)(PO4)F¬∑9H2O
Arapovite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"(K1-x[box]x)(Ca,Na)2U4+Si8O20 (x~0.5)"
Aravaipaite,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,2,5,Pb3AlF9¬∑H2O
Aravaite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,7,Ba2Ca18(SiO4)6(PO4)3(CO3)F3O
Arcanite,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,1,,1,,1,1,,,,6,3,K2S6+O4
Archerite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,4,H2KPO4
Arctite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,2,6,(Na5Ca)Ca6Ba(PO4)6F3
Arcubisite,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,Ag6CuBiS4
Ardaite,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,Pb17Sb15S35Cl9
Ardealite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,5,Ca2(PO3OH)(SO4)¬∑4H2O
Ardennite-(As),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Mn2+4Al4(AlMg)(As5+O4)(SiO4)2(Si3O10)(OH)6
Ardennite-(V),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Mn2+4(AlMg)Al4(Si5V5+)O22(OH)6
Arfvedsonite,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,NaNa2(Fe2+4Fe3+)Si8O22(OH)2
Argandite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,Mn2+7(V5+O4)2(OH)8
Argentobaumhauerite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,Ag1.5Pb22As33.5S72
Argentodufrénoysite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,Ag3Pb26As35S80
Argentojarosite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,5,Ag1+Fe3+3(S6+O4)2(OH)6
Argentoliveingite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,AgxPb40-2xAs48+xS112  (3 < x < 4)
Argentopentlandite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,"Ag(Fe,Ni)8S8"
Argentopyrite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,Ag1+Fe2S2-3
Argentotennantite-(Zn),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,Ag1+6Cu1+4Zn2+2As3+4S2-13
Argentotetrahedrite-(Fe),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Ag1+6(Cu1+4Fe2+2)Sb3+4S2-13
Argesite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,4,(N3-H4)7Bi3+3Cl16
Argutite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,GeO2
Argyrodite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,"(Ag,Cu)8(Ge,Sn,As)(S,Te)6"
Arhbarite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Cu2+2MgAs5+O4(OH)3
Ariegilatite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,BaCa12(SiO4)4(P5+O4)2F2O
Arisite-(Ce),,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,NaCe2(CO3)2[(CO3)1-xF2x]F
Arisite-(La),,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,NaLa2(CO3)2[(CO3)1-xF2x]F
Aristarainite,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,Na2Mg[B6O8(OH)4]2¬∑4H2O
Armalcolite,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,4,"(Mg,Fe2+)Ti4+2O5"
Armangite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,Mn2+26As3+18O50(CO3)(OH)4
Armbrusterite,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,Na6K5Mn3+Mn2+14[Si9O22]4(OH)10¬∑4H2O
